"LOCATION","Country","VAR","Variable ","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.697,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,3.946,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,4.849,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,5.622,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,7.211,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,9.561,,
"NOR","Norway","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,11.588,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.385,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.505,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.051,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,2.123,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,4.091,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,5.144,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,6.476,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,8.7,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,9.317,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,10.844,,
"POL","Poland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,12.271,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,1.045,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.954,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.066,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.248,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,1.643,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,2.456,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,2.994,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,3.84,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,4.718,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,5.856,,
"PRT","Portugal","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,7.684,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,0.728,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,0.758,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,1.072,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,4.819,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,5.412,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,6.954,,
"SVK","Slovak Republic","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,8.928,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.301,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.406,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.526,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,0.907,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,1.272,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,2.098,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,2.832,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,3.396,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,5.427,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,7.683,,
"ESP","Spain","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,10.242,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,1.571,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,2.247,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,2.866,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,3.497,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,4.55,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,5.841,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,7.319,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,8.939,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,11.99,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,15.268,,
"SWE","Sweden","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,18.842,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.338,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.553,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.065,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.588,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.742,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,4.331,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,6.914,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,9.441,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,12.337,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,15.274,,
"CHE","Switzerland","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,17.846,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.893,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.329,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.067,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,3.137,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,4.433,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,6.066,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,8.924,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,10.808,,
"TUR","Türkiye","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,13.992,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.514,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.541,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.954,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.505,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.031,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,2.71,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,3.363,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,4.123,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,5.315,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,6.572,,
"GBR","United Kingdom","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,8.06,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.466,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.924,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.045,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,2.213,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.846,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,3.037,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,5.39,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,6.544,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,7.12,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,8.459,,
"USA","United States","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,9.546,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,3.803,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,6.624,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,9.849,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,12.751,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,15.381,,
"CHL","Chile","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,18.969,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.317,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.667,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.677,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,0.828,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,0.958,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,1.209,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,1.626,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,2.093,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,2.801,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,4.629,,
"COL","Colombia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,6.739,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,1.377,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,1.708,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,2.846,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,3.528,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,4.451,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,7.632,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,9.816,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,11.662,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,14.712,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,18.597,,
"EST","Estonia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,22.15,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,2.34,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,6.196,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,7.577,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,13.836,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,14.804,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,19.637,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,26.986,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,35.364,,
"LVA","Latvia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,41.756,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.635,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.687,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.868,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.294,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.489,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,6.916,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,10.234,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,13.623,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,20.224,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,24.369,,
"LTU","Lithuania","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,27.757,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.623,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.689,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.006,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,1.683,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,2.953,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,4.715,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,6.467,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,8.967,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,10.452,,
"SVN","Slovenia","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,13.399,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2012","2012",,,"0","Units",,,0.478,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.75,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.079,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.79,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.43,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,3.165,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,4.697,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,5.988,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,7.331,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,8.858,,
"OECD","OECD - Total","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,10.359,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2013","2013",,,"0","Units",,,0.976,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,1.629,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,2.81,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,4.489,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,7.103,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,7.889,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,7.539,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,8.427,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,9.839,,
"ISR","Israel","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,11.317,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2014","2014",,,"0","Units",,,0.883,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2015","2015",,,"0","Units",,,1.608,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2016","2016",,,"0","Units",,,2.456,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2017","2017",,,"0","Units",,,2.526,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2018","2018",,,"0","Units",,,2.466,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2019","2019",,,"0","Units",,,2.817,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2020","2020",,,"0","Units",,,4.052,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2021","2021",,,"0","Units",,,4.764,,
"CRI","Costa Rica","BB-DATA-GB","Mobile data usage per mobile broadband subscription, GB per month","2022","2022",,,"0","Units",,,5.714,,
